"","KOPT-K1.DMSO.1","KOPT-K1.DMSO.2","KOPT-K1.DMSO.3","HPB-ALL.DMSO.1","HPB-ALL.DMSO.2","HPB-ALL.DMSO.3","WT.COLD.1","WT.COLD.2","WT.COLD.3","HPB-ALL.SAHM1.1","HPB-ALL.SAHM1.2","HPB-ALL.SAHM1.3"
"242462_at",5.50390237733007,5.47675606209395,5.61631714897495,7.17103137265314,6.93077689096928,7.1261197773593,5.17397973080385,5.32502840042078,5.38664553535961,7.09508973253434,7.22106307910073,6.81675058245996
"227917_at",10.2199529501266,10.2166884635581,10.1957240622218,7.62949145771268,7.52449725597163,7.82730666210496,10.4735839850192,10.3011627475717,10.3154088586022,7.63870177344262,7.83259042929092,7.79579552841397
"243629_x_at",4.1509655280515,4.22337634400524,4.22668844032559,6.16612164780898,6.12220126380772,6.140847472407,3.80096842280668,4.36952323839443,4.06183850836481,6.49524028501834,6.26927309168916,6.20820885268923
"230156_x_at",4.24216298479953,4.58096627531146,4.51891279184896,5.72675926792085,5.2681341190801,5.52612229443825,4.86783649999886,4.75427539798993,4.87692357181499,5.41735126031477,5.90609062727266,6.01457965612584
"1556507_at",6.9869026773573,6.83088261991272,7.18466757330213,6.35518416535791,6.3325899869993,6.26599168152249,7.24672103566216,7.40186330853506,7.34416431310393,6.08227370967371,6.11004477810781,6.25687137489594
"229754_at",4.42921188170323,4.74602489906412,4.56300036700585,5.21470033376298,5.51480058187946,5.21014054848945,3.76919613523472,4.22109274867841,4.17734368653025,5.70389423747336,5.82725532073675,5.42738394830248
"1563629_a_at",4.93104409728024,4.55252022824605,4.84558751502393,5.73011678335101,5.73933330277445,5.97602300116197,4.45956332458998,4.42682905486212,4.41415203339637,5.68718998523852,5.77033370138528,5.90356258887716
"205904_at",6.864714520964,6.65499171762056,6.69584920102082,4.08336008636629,4.02989528378672,4.52336288311535,6.73302493276635,6.17826648565139,6.49599466233446,4.22834023993517,4.3590440269442,4.31875133779453
"1555852_at",9.2137922543435,8.90171566743514,8.9384602537977,7.42166647358307,7.49722714630899,7.49722036640566,8.9054794986077,8.87651962343185,9.02115580145506,7.51065982430132,7.33329442602122,7.4345023515989
"241353_s_at",6.13912704449051,5.75072797204373,5.72359130762553,4.5815992482594,4.36559668557947,4.79038181870822,6.08606897074572,5.26403758472033,5.30555472801226,4.49018505809317,4.78617470891733,4.87175094458723
"1556048_at",3.64311839991895,3.81195804971327,3.88989708383257,4.07059922742498,4.10158812257933,4.22085182143518,3.29786444856345,3.27191105949553,3.26387567756593,4.39478008296962,4.27109583936789,3.99974275331318
"1557386_at",10.6799470377081,10.7797714184318,10.8804190685857,8.75063149544963,8.54453944619469,8.85533063625185,10.8276383107059,10.8528256714774,10.7760804783454,8.83221569449965,8.89162636743659,9.05122510327789
"201663_s_at",10.9208125707664,10.8533350485632,10.8305209523108,11.4310810634866,11.6356777644702,11.5842425086271,10.8167009939228,10.6128606932292,10.5950811977647,11.7503556863958,11.7123041353233,11.6382400635273
"243502_at",6.21885907535508,5.76442549509788,6.10638344123815,6.95709992189565,6.58024745728052,6.39237184596491,5.42230189923439,5.79213472717295,5.44743238516891,6.60817943841619,6.57574075285842,6.52465845134881
"228209_at",4.27916354440173,4.95615873038398,4.67065307047338,4.81984321817119,4.61463664140872,5.06817965507742,4.18222127138197,3.95917330395471,4.53912269505389,5.18948009062547,5.43508314059499,5.24142575528921
"223035_s_at",9.28397294238358,9.18834262407516,9.20546146024045,10.0950204026729,10.1476567816812,10.0886014475608,8.74310884968326,8.56451077635469,8.66579856357288,9.73579120011471,9.7941163177688,9.73561427930906
"209380_s_at",7.3753236484033,6.92357509310913,6.95439338088364,8.65207769463651,8.61759967139946,8.72451477697342,6.7911669944625,6.73895950194403,6.52434234676828,8.61115759510069,8.8709893183328,8.73388599280854
"203192_at",4.36850273532998,4.49780966635217,4.14846043472044,5.80596759722765,5.90049810698362,6.11596852931633,4.66873819919126,3.75897707972773,4.26477204625656,5.55140665284522,5.36966786395402,5.68296347582824
"1557374_at",3.70718386364624,4.03668502401409,4.01459788368494,3.23990808846987,3.26935334612396,3.26357442471814,5.18096629726221,4.55385502389675,4.75269342451229,3.31473851399214,3.28993726667311,3.38514365337205
"209246_at",6.23521715410014,6.16421648961941,5.97715496747797,7.84728284997366,7.80536646881723,7.82605313471938,5.84814491390136,5.60204747150063,6.01252353782112,7.29420059269902,7.26052638918533,7.3215447196279
"1570266_x_at",7.96274707290843,7.82593692734397,7.90729744505856,7.12062134804346,7.51946408007823,7.1815988196824,8.27421361599752,8.56770151837254,8.51912247513977,7.04569914948392,7.12230676597201,7.08077200160304
"1556206_at",5.46777585313129,5.34586604929751,5.28897019638659,4.39969942263232,4.71745351073355,4.50307710199433,6.55914027274271,6.36738587434835,6.29480529472769,4.2807559956686,4.5622462104473,4.47572439139594
"208598_s_at",8.32158188472164,8.0686697734534,8.12312212351593,9.72490893389529,9.99652432124643,9.82941984175004,7.88500090128994,7.94436696077815,7.53961530638658,9.62340900036292,9.43227030716478,9.51739905035279
"231809_x_at",9.63653881615827,9.70153055317703,9.62487528782564,10.2840160612651,9.85226849493563,10.0722925125493,9.37363551865972,9.1695793610853,9.39661650233081,10.5224505906235,10.3666168386278,10.3193066346291
"205137_x_at",4.82774483766635,4.41313974139033,4.24534179371025,3.45641579614498,3.71546116618536,3.56197365243523,4.37602049244341,4.24383174814277,4.03916907495987,3.394819794504,3.41669192508801,3.52593130780264
"214527_s_at",9.78129475766628,9.74328094535845,9.73947774378413,8.92387350779476,8.83699770993976,8.7953630676945,9.80656793531467,9.5995864308795,9.72220589368809,8.71432349361939,8.85186143168542,8.97075090870779
"244486_at",4.15638655470596,4.38303508164821,4.54501687603919,5.29582223710761,5.34194094457055,5.41606441125265,4.20435155697379,4.45359552025113,4.30278091120367,5.16084863358811,5.22795912049122,4.93455340140798
"215738_at",5.60295087518973,6.13006878829038,6.20868139982886,4.56746727816167,4.84183878564193,4.69488223796482,5.72393294602202,5.92413853711532,5.8234364162986,4.85398196586817,4.63470442881238,4.68131467167708
"1557192_at",6.22688599222287,6.06242827090053,6.22724908679179,5.5880350645198,5.33700876809352,5.36675294564379,6.36772541300132,6.58698899556571,6.44458597251449,5.43986998254593,5.70274591559213,5.36320774166277
